audio_id,file,duration,effort_status,effort_confidence,contact,breathiness,register_connection,register,source_balance,stability,presence,brightness,airiness,texture,harmonic_concentration,high_note_available,fingerprint
36a7bd4286b4,C:\VocalAgent\runtime\6bc317cde50945bb9b282824e3354301\upload.webm,,LOW,medium,FIRM,LOW,DISRUPTED,DISRUPTED,HEAD_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,0.554,True,LOW|FIRM|LOW|DISRUPTED|HEAD_LEANING|STABLE|LOW|LOW
37db691d1416,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\sustain_i\attempt_1\upload.webm,,LOW,medium,FIRM,UNKNOWN,PARTIAL,PARTIAL,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,1.0,False,LOW|FIRM|UNKNOWN|PARTIAL|CHEST_LEANING|STABLE|LOW|LOW
3ced1f723c5e,C:\VocalAgent\거의동116.m4a,,LOW,medium,FIRM,LOW,DISRUPTED,DISRUPTED,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|FIRM|LOW|DISRUPTED|CHEST_LEANING|STABLE|LOW|LOW
40fb338380cc,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\dynamic_swell\attempt_1\upload.webm,,LOW,medium,MID,UNKNOWN,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.646,False,LOW|MID|UNKNOWN|PARTIAL|CHEST_DOMINANT|STABLE|LOW|LOW
442202fca595,C:\VocalAgent\runtime\0e3cb9e466744bf69101def07914fcb7\upload.wav,2.5,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE
54b972ad300a,C:\VocalAgent\편하게.m4a,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,BALANCED_ACOUSTIC,STABLE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|FIRM|LOW|PARTIAL|BALANCED_ACOUSTIC|STABLE|LOW|LOW
5662e8094f66,C:\VocalAgent\runtime\diagnostic_sessions\e9039df1e37d44719bf930cf695ead64\tasks\high_note_sustain_a\attempt_1\upload.webm,,LOW,medium,AMBIGUOUS,UNKNOWN,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.677,False,LOW|AMBIGUOUS|UNKNOWN|PARTIAL|CHEST_DOMINANT|STABLE|LOW|LOW
5e7819c3abb4,C:\VocalAgent\bluemoon.m4a,,MODERATE,medium,FIRM,LOW,DISRUPTED,DISRUPTED,BALANCED_ACOUSTIC,STABLE,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,MODERATE|FIRM|LOW|DISRUPTED|BALANCED_ACOUSTIC|STABLE|UNAVAILABLE|UNAVAILABLE
5fdfa9eb73e5,C:\VocalAgent\drowning.m4a,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,UNKNOWN,STABLE,HIGH,HIGH,UNAVAILABLE,UNKNOWN,UNKNOWN,False,LOW|FIRM|UNKNOWN|DISRUPTED|UNKNOWN|STABLE|HIGH|HIGH
6b3aa0d0ddfb,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\siren\attempt_1\upload.webm,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CONFLICTED,STABLE,LOW,LOW,LOW,UNKNOWN,0.409,False,LOW|FIRM|UNKNOWN|DISRUPTED|CONFLICTED|STABLE|LOW|LOW
6fb8c8208c80,C:\VocalAgent\movie.m4a,,LOW,medium,UNKNOWN,LOW,DISRUPTED,DISRUPTED,CHEST_LEANING,STABLE,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|DISRUPTED|CHEST_LEANING|STABLE|UNAVAILABLE|UNAVAILABLE
70479ec67665,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\high_note_sustain_a\attempt_1\upload.webm,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,MID,LOW,LOW,UNKNOWN,0.433,False,LOW|FIRM|LOW|PARTIAL|CHEST_DOMINANT|STABLE|MID|LOW
7436d634b9bf,C:\VocalAgent\runtime\bdca833fe26d42dda76ffc469ee9b68b\upload.webm,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.638,True,LOW|FIRM|UNKNOWN|DISRUPTED|CHEST_DOMINANT|STABLE|LOW|LOW
7abf49d0b4cd,C:\VocalAgent\runtime\fce31e25965045ea8778700dad4b31cc\upload.webm,,UNKNOWN,low,UNKNOWN,UNKNOWN,DISRUPTED,DISRUPTED,UNKNOWN,STABLE,LOW,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|DISRUPTED|UNKNOWN|STABLE|LOW|LOW
7b8c45cdd16b,C:\VocalAgent\runtime\0cc29f91aee74ab29f02519e3b381df5\upload.wav,4.0,UNKNOWN,low,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,UNKNOWN,STABLE,LOW,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|PARTIAL|UNKNOWN|STABLE|LOW|LOW
8156c1254947,C:\VocalAgent\요즘 바쁜가봐.m4a,,MODERATE,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CONFLICTED,STABLE,LOW,MID,LOW,UNKNOWN,0.554,True,MODERATE|FIRM|UNKNOWN|DISRUPTED|CONFLICTED|STABLE|LOW|MID
882c5cd5a0c8,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\sustain_a\attempt_1\upload.webm,,LOW,medium,AMBIGUOUS,UNKNOWN,PARTIAL,PARTIAL,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,0.59,False,LOW|AMBIGUOUS|UNKNOWN|PARTIAL|CHEST_LEANING|STABLE|LOW|LOW
8b5617784c9c,C:\VocalAgent\runtime\336e27a3d2af432aaecb554c46dbcc90\upload.wav,1.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE
90147c986aae,C:\VocalAgent\runtime\7a90a8f1a59b41c6b0f8e7c678b4a9df\upload.webm,,UNKNOWN,low,UNKNOWN,UNKNOWN,UNRESOLVED,UNRESOLVED,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNRESOLVED|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE
90ac5e34aedd,C:\VocalAgent\backend\runtime\e0e6361733b34633a1cd095d9d0b020e\upload.wav,1.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE
95b54db5ba3d,C:\VocalAgent\runtime\diagnostic_sessions\e9039df1e37d44719bf930cf695ead64\tasks\dynamic_swell\attempt_1\upload.webm,,LOW,medium,AMBIGUOUS,LOW,PARTIAL,PARTIAL,UNKNOWN,STABLE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|AMBIGUOUS|LOW|PARTIAL|UNKNOWN|STABLE|LOW|LOW
983379d1fe46,C:\VocalAgent\runtime\diagnostic_sessions\e9039df1e37d44719bf930cf695ead64\tasks\sustain_i\attempt_1\upload.webm,,LOW,medium,LIGHT,UNKNOWN,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,1.0,False,LOW|LIGHT|UNKNOWN|PARTIAL|CHEST_DOMINANT|STABLE|LOW|LOW
99023e55f0f5,C:\VocalAgent\호흡많고헤드.m4a,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,0.605,False,LOW|FIRM|LOW|PARTIAL|CHEST_LEANING|STABLE|LOW|LOW
9e6b39daf637,C:\VocalAgent\runtime\4532e16bdda743b99052bda7bb0fa469\upload.wav,3.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE
a29f829eedd0,C:\VocalAgent\runtime\2321ae4482414bd4ad33796695d1f1ee\upload.webm,,UNKNOWN,low,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,UNKNOWN,STABLE,MID,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|PARTIAL|UNKNOWN|STABLE|MID|LOW
a69d81db3e48,C:\VocalAgent\runtime\f189a3aec64944648c138fb3af97ff74\upload.webm,,LOW,medium,FIRM,LOW,DISRUPTED,DISRUPTED,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,0.719,True,LOW|FIRM|LOW|DISRUPTED|CHEST_LEANING|STABLE|LOW|LOW
a77ba822cbfe,C:\VocalAgent\runtime\00588c90e6f3431b868eb274540a2e48\upload.wav,3.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE
a7c957603751,C:\VocalAgent\좋은사람.m4a,,LOW,medium,FIRM,LOW,DISRUPTED,DISRUPTED,HEAD_LEANING,STABLE,LOW,MID,LOW,UNKNOWN,0.563,True,LOW|FIRM|LOW|DISRUPTED|HEAD_LEANING|STABLE|LOW|MID
a888cb14dd6a,C:\VocalAgent\runtime\7968846c14a24f61954480da44b2a392\upload.webm,,LOW,medium,UNKNOWN,LOW,UNRESOLVED,UNRESOLVED,UNKNOWN,STABLE,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|UNRESOLVED|UNKNOWN|STABLE|UNAVAILABLE|UNAVAILABLE
aba38287641d,C:\VocalAgent\runtime\1183bbb7c8554599badbb4ab69e7ba23\upload.webm,,UNKNOWN,low,UNKNOWN,LOW,UNRESOLVED,UNRESOLVED,UNKNOWN,REPEATED_IRREGULAR,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|LOW|UNRESOLVED|UNKNOWN|REPEATED_IRREGULAR|UNAVAILABLE|UNAVAILABLE
aef8b974cfb0,C:\VocalAgent\love again.m4a,,LOW,medium,LIGHT,UNKNOWN,PARTIAL,PARTIAL,HEAD_LEANING,STABLE,LOW,LOW,MID,UNKNOWN,0.567,False,LOW|LIGHT|UNKNOWN|PARTIAL|HEAD_LEANING|STABLE|LOW|LOW
b4b7ce279c98,C:\VocalAgent\runtime\c33e338ba1a04e7aa158fcc35215f5c0\upload.webm,,LOW,medium,UNKNOWN,LOW,PARTIAL,PARTIAL,UNKNOWN,REPEATED_IRREGULAR,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|PARTIAL|UNKNOWN|REPEATED_IRREGULAR|LOW|LOW
b960707ab2f6,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\sustain_a\attempt_1\upload.webm,,LOW,medium,AMBIGUOUS,LOW,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.724,True,LOW|AMBIGUOUS|LOW|PARTIAL|CHEST_DOMINANT|STABLE|LOW|LOW
b9ff5bf02262,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\dynamic_swell\attempt_1\upload.webm,,LOW,medium,LIGHT,LOW,UNRESOLVED,UNRESOLVED,UNKNOWN,STABLE,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,LOW|LIGHT|LOW|UNRESOLVED|UNKNOWN|STABLE|UNAVAILABLE|UNAVAILABLE
bdb75679732a,C:\VocalAgent\runtime\0547c7e124584191b7db3f126479425e\upload.webm,,LOW,medium,UNKNOWN,LOW,DISRUPTED,DISRUPTED,UNKNOWN,REPEATED_IRREGULAR,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|DISRUPTED|UNKNOWN|REPEATED_IRREGULAR|LOW|LOW
c01fc220195f,C:\VocalAgent\runtime\diagnostic_sessions\9794b5ceaddf434d9fcec7115a9be1ea\tasks\sustain_a\attempt_1\upload.webm,4.2,UNKNOWN,low,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,UNKNOWN,STABLE,LOW,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|PARTIAL|UNKNOWN|STABLE|LOW|LOW
c1815547c828,C:\VocalAgent\runtime\f82ace5a518a418d8fd71bcaecd271b8\upload.webm,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,CHEST_LEANING,STABLE,MID,LOW,LOW,UNKNOWN,0.688,True,LOW|FIRM|LOW|PARTIAL|CHEST_LEANING|STABLE|MID|LOW
c1f4910eafe2,C:\VocalAgent\runtime\e7d6b8168bc64bed95f5a7cf2f27c204\upload.wav,1.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE
c3fca76b89b8,C:\VocalAgent\runtime\02ca15a9e9a542cf99c19dfd6c9d1fe2\upload.webm,,LOW,medium,UNKNOWN,UNKNOWN,DISRUPTED,DISRUPTED,UNKNOWN,STABLE,LOW,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|UNKNOWN|DISRUPTED|UNKNOWN|STABLE|LOW|LOW
c5b20be3c802,C:\VocalAgent\runtime\9dff792efb0e44f59e4dd49882ed4ef2\upload.webm,,UNKNOWN,low,UNKNOWN,LOW,PARTIAL,PARTIAL,UNKNOWN,INTERMITTENT,HIGH,MID,LOW,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|LOW|PARTIAL|UNKNOWN|INTERMITTENT|HIGH|MID
c5cd93ed40a3,C:\VocalAgent\runtime\396250c8f971409e9b54d79d8ac9f2c7\upload.webm,,LOW,medium,LIGHT,UNKNOWN,CONNECTED,CONNECTED,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.841,True,LOW|LIGHT|UNKNOWN|CONNECTED|CHEST_DOMINANT|STABLE|LOW|LOW
c8d4b24b6f55,C:\VocalAgent\runtime\7e467a88f8c845aa9b8587afd4fc90ee\upload.webm,,LOW,medium,UNKNOWN,LOW,DISRUPTED,DISRUPTED,UNKNOWN,REPEATED_IRREGULAR,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|DISRUPTED|UNKNOWN|REPEATED_IRREGULAR|LOW|LOW
ca43bc2b048b,C:\VocalAgent\runtime\b43b58d4cfc544c28d4d809a6ad5c02c\upload.wav,1.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE
cfc6b206e99b,C:\VocalAgent\runtime\02cee106dd424fde903d4b72c95d0522\upload.wav,2.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE
d03ad168d8d7,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\siren\attempt_1\upload.webm,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.555,True,LOW|FIRM|UNKNOWN|DISRUPTED|CHEST_DOMINANT|STABLE|LOW|LOW
d241c8e7a734,C:\VocalAgent\기모그.m4a,,LOW,medium,FIRM,LOW,DISRUPTED,DISRUPTED,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.545,True,LOW|FIRM|LOW|DISRUPTED|CHEST_DOMINANT|STABLE|LOW|LOW
d395d6bc40d4,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\dynamic_swell\attempt_1\upload.webm,,UNKNOWN,low,UNKNOWN,UNKNOWN,UNRESOLVED,UNRESOLVED,UNKNOWN,STABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNRESOLVED|UNKNOWN|STABLE|UNAVAILABLE|UNAVAILABLE
d399575eeebe,C:\VocalAgent\runtime\diagnostic_sessions\e9039df1e37d44719bf930cf695ead64\tasks\siren\attempt_1\upload.webm,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CONFLICTED,STABLE,LOW,LOW,LOW,UNKNOWN,0.586,True,LOW|FIRM|UNKNOWN|DISRUPTED|CONFLICTED|STABLE|LOW|LOW
d46938baf1fc,C:\VocalAgent\runtime\5f423fdb91574d9b9df7dbeee9b18f0f\upload.wav,1.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE
d5045bc290a1,C:\VocalAgent\거의동115.m4a,,LOW,medium,UNKNOWN,LOW,DISRUPTED,DISRUPTED,UNKNOWN,STABLE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|DISRUPTED|UNKNOWN|STABLE|LOW|LOW
d87efe3c048b,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\sustain_a\attempt_1\upload.webm,,LOW,medium,FIRM,UNKNOWN,PARTIAL,PARTIAL,CHEST_LEANING,STABLE,MID,LOW,LOW,UNKNOWN,0.547,False,LOW|FIRM|UNKNOWN|PARTIAL|CHEST_LEANING|STABLE|MID|LOW
e1c87ca2521c,C:\VocalAgent\runtime\78510f3622e64f1dbe00be542b3fdaa9\upload.webm,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,0.718,True,LOW|FIRM|UNKNOWN|DISRUPTED|CHEST_LEANING|STABLE|LOW|LOW
e67deea6f112,C:\VocalAgent\runtime\8d5a87bf67a04919a8e39245a47de599\upload.webm,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,MID,LOW,LOW,UNKNOWN,0.583,False,LOW|FIRM|LOW|PARTIAL|CHEST_DOMINANT|STABLE|MID|LOW
e8314e2d9fd3,C:\VocalAgent\runtime\diagnostic_sessions\ba62f95fa43f43688d0dcd34aa0b336c\tasks\sustain_a\attempt_1\upload.webm,,LOW,medium,UNKNOWN,UNKNOWN,UNRESOLVED,UNRESOLVED,UNKNOWN,STABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|UNKNOWN|UNRESOLVED|UNKNOWN|STABLE|UNAVAILABLE|UNAVAILABLE
e8b8aa373520,C:\VocalAgent\runtime\0cd50917f9ed40d1a9e62a9f5904268f\upload.wav,18.0,LOW,medium,LIGHT,HIGH,PARTIAL,PARTIAL,UNKNOWN,STABLE,LOW,LOW,HIGH,UNKNOWN,UNKNOWN,False,LOW|LIGHT|HIGH|PARTIAL|UNKNOWN|STABLE|LOW|LOW
ec93548d279f,C:\VocalAgent\옥탑방.m4a,,UNKNOWN,low,UNKNOWN,LOW,UNRESOLVED,UNRESOLVED,UNKNOWN,STABLE,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|LOW|UNRESOLVED|UNKNOWN|STABLE|UNAVAILABLE|UNAVAILABLE
ed401e191813,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\siren\attempt_1\upload.webm,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.417,False,LOW|FIRM|LOW|PARTIAL|CHEST_DOMINANT|STABLE|LOW|LOW
ee4a74e09cc1,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\sustain_i\attempt_1\upload.webm,,LOW,medium,AMBIGUOUS,UNKNOWN,UNRESOLVED,UNRESOLVED,CHEST_LEANING,STABLE,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,LOW|AMBIGUOUS|UNKNOWN|UNRESOLVED|CHEST_LEANING|STABLE|UNAVAILABLE|UNAVAILABLE
f17b7f4ff446,C:\VocalAgent\runtime\0ff873201e0f4ce8adeb1f176d39cb16\upload.webm,,LOW,medium,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,UNKNOWN,STABLE,LOW,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|UNKNOWN|PARTIAL|UNKNOWN|STABLE|LOW|LOW
