audio,concern_a,concern_b,focus_a,focus_b,protocol_a,protocol_b,similarity,classification,family_a,family_b
00ae450b11f1,LOUD_VOICE_DIFFICULT,VOCAL_FATIGUE,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,LOUD_VOICE_DIFFICULT,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,LOUD_VOICE_DIFFICULT,PITCH_UNSTABLE,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,LOUD_VOICE_DIFFICULT,REGISTER_CONNECTION_DIFFICULT,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,LOUD_VOICE_DIFFICULT,VIBRATO_UNSTABLE,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,VOCAL_FATIGUE,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,VOCAL_FATIGUE,PITCH_UNSTABLE,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,VOCAL_FATIGUE,REGISTER_CONNECTION_DIFFICULT,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,VOCAL_FATIGUE,VIBRATO_UNSTABLE,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,AFTER_SINGING_FATIGUE,PITCH_UNSTABLE,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,AFTER_SINGING_FATIGUE,REGISTER_CONNECTION_DIFFICULT,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,AFTER_SINGING_FATIGUE,VIBRATO_UNSTABLE,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,VOICE_TOO_THIN,VOICE_TOO_BREATHY,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,VOWEL_CONNECT,VOWEL_CONNECT
00ae450b11f1,VOICE_TOO_DARK_MUFFLED,TIMBRE_CHANGES_HIGH,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,ARTICULATION,ARTICULATION
00ae450b11f1,PITCH_UNSTABLE,REGISTER_CONNECTION_DIFFICULT,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,PITCH_UNSTABLE,VIBRATO_UNSTABLE,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,REGISTER_CONNECTION_DIFFICULT,VIBRATO_UNSTABLE,EFFORT,EFFORT,EFFORT,EFFORT,1.0,GENERIC_COLLAPSE,SAFETY_REST,SAFETY_REST
00ae450b11f1,PAIN_WHILE_SINGING,PAIN_AFTER_SINGING,SAFETY,SAFETY,SAFETY,SAFETY,0.9375,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
00ae450b11f1,PAIN_WHILE_SINGING,SPEAKING_DISCOMFORT,SAFETY,SAFETY,SAFETY,SAFETY,0.9707,GENERIC_COLLAPSE,SAFETY,SAFETY
00ae450b11f1,PAIN_WHILE_SINGING,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.948,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
00ae450b11f1,PAIN_AFTER_SINGING,SPEAKING_DISCOMFORT,SAFETY,SAFETY,SAFETY,SAFETY,0.9414,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
00ae450b11f1,PAIN_AFTER_SINGING,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.948,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
00ae450b11f1,SPEAKING_DISCOMFORT,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.9436,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
07564b6df5b9,HIGH_NOTE_CANNOT_REACH,HIGH_NOTE_TOO_EFFORTFUL,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
07564b6df5b9,HIGH_NOTE_CANNOT_REACH,HIGH_NOTE_FLIPS,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
07564b6df5b9,HIGH_NOTE_TOO_EFFORTFUL,HIGH_NOTE_FLIPS,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
07564b6df5b9,HIGH_NOTE_UNSTABLE,PITCH_UNSTABLE,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
07564b6df5b9,HIGH_NOTE_UNSTABLE,REGISTER_CONNECTION_DIFFICULT,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
07564b6df5b9,THROAT_EFFORT,LOUD_VOICE_DIFFICULT,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
07564b6df5b9,THROAT_EFFORT,VOCAL_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
07564b6df5b9,THROAT_EFFORT,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
07564b6df5b9,LOUD_VOICE_DIFFICULT,VOCAL_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
07564b6df5b9,LOUD_VOICE_DIFFICULT,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
07564b6df5b9,VOCAL_FATIGUE,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
07564b6df5b9,VOICE_TOO_DARK_MUFFLED,TIMBRE_CHANGES_HIGH,BRIGHTNESS,REGISTER_CONNECTION,TIMBRE_STYLE,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,ARTICULATION,ARTICULATION
07564b6df5b9,PITCH_UNSTABLE,REGISTER_CONNECTION_DIFFICULT,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
07564b6df5b9,PAIN_WHILE_SINGING,PAIN_AFTER_SINGING,SAFETY,SAFETY,SAFETY,SAFETY,0.9375,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
07564b6df5b9,PAIN_WHILE_SINGING,SPEAKING_DISCOMFORT,SAFETY,SAFETY,SAFETY,SAFETY,0.9707,GENERIC_COLLAPSE,SAFETY,SAFETY
07564b6df5b9,PAIN_WHILE_SINGING,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.948,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
07564b6df5b9,PAIN_AFTER_SINGING,SPEAKING_DISCOMFORT,SAFETY,SAFETY,SAFETY,SAFETY,0.9414,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
07564b6df5b9,PAIN_AFTER_SINGING,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.948,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
07564b6df5b9,SPEAKING_DISCOMFORT,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.9436,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0ada85fffc84,HIGH_NOTE_CANNOT_REACH,HIGH_NOTE_TOO_EFFORTFUL,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
0ada85fffc84,HIGH_NOTE_CANNOT_REACH,HIGH_NOTE_FLIPS,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
0ada85fffc84,HIGH_NOTE_TOO_EFFORTFUL,HIGH_NOTE_FLIPS,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
0ada85fffc84,HIGH_NOTE_UNSTABLE,PITCH_UNSTABLE,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ada85fffc84,HIGH_NOTE_UNSTABLE,REGISTER_CONNECTION_DIFFICULT,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ada85fffc84,THROAT_EFFORT,LOUD_VOICE_DIFFICULT,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ada85fffc84,THROAT_EFFORT,VOCAL_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ada85fffc84,THROAT_EFFORT,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ada85fffc84,LOUD_VOICE_DIFFICULT,VOCAL_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ada85fffc84,LOUD_VOICE_DIFFICULT,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ada85fffc84,VOCAL_FATIGUE,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ada85fffc84,VOICE_TOO_THIN,VOICE_TOO_BREATHY,MAINTAIN,MAINTAIN,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,VOWEL_CONNECT,VOWEL_CONNECT
0ada85fffc84,VOICE_TOO_DARK_MUFFLED,OTHER_CONCERN,PRESENCE,MAINTAIN,PRESENCE,MAINTAIN,1.0,GENERIC_COLLAPSE,ARTICULATION,ARTICULATION
0ada85fffc84,PITCH_UNSTABLE,REGISTER_CONNECTION_DIFFICULT,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ada85fffc84,PAIN_WHILE_SINGING,PAIN_AFTER_SINGING,SAFETY,SAFETY,SAFETY,SAFETY,0.9375,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0ada85fffc84,PAIN_WHILE_SINGING,SPEAKING_DISCOMFORT,SAFETY,SAFETY,SAFETY,SAFETY,0.9707,GENERIC_COLLAPSE,SAFETY,SAFETY
0ada85fffc84,PAIN_WHILE_SINGING,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.948,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0ada85fffc84,PAIN_AFTER_SINGING,SPEAKING_DISCOMFORT,SAFETY,SAFETY,SAFETY,SAFETY,0.9414,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0ada85fffc84,PAIN_AFTER_SINGING,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.948,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0ada85fffc84,SPEAKING_DISCOMFORT,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.9436,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0ea5487c229a,HIGH_NOTE_CANNOT_REACH,HIGH_NOTE_TOO_EFFORTFUL,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
0ea5487c229a,HIGH_NOTE_CANNOT_REACH,HIGH_NOTE_FLIPS,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
0ea5487c229a,HIGH_NOTE_TOO_EFFORTFUL,HIGH_NOTE_FLIPS,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
0ea5487c229a,HIGH_NOTE_UNSTABLE,PITCH_UNSTABLE,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ea5487c229a,HIGH_NOTE_UNSTABLE,REGISTER_CONNECTION_DIFFICULT,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ea5487c229a,THROAT_EFFORT,LOUD_VOICE_DIFFICULT,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ea5487c229a,THROAT_EFFORT,VOCAL_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ea5487c229a,THROAT_EFFORT,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ea5487c229a,LOUD_VOICE_DIFFICULT,VOCAL_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ea5487c229a,LOUD_VOICE_DIFFICULT,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ea5487c229a,VOCAL_FATIGUE,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ea5487c229a,VOICE_TOO_DARK_MUFFLED,TIMBRE_CHANGES_HIGH,BRIGHTNESS,REGISTER_CONNECTION,TIMBRE_STYLE,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,ARTICULATION,ARTICULATION
0ea5487c229a,PITCH_UNSTABLE,REGISTER_CONNECTION_DIFFICULT,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0ea5487c229a,PAIN_WHILE_SINGING,PAIN_AFTER_SINGING,SAFETY,SAFETY,SAFETY,SAFETY,0.9375,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0ea5487c229a,PAIN_WHILE_SINGING,SPEAKING_DISCOMFORT,SAFETY,SAFETY,SAFETY,SAFETY,0.9707,GENERIC_COLLAPSE,SAFETY,SAFETY
0ea5487c229a,PAIN_WHILE_SINGING,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.948,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0ea5487c229a,PAIN_AFTER_SINGING,SPEAKING_DISCOMFORT,SAFETY,SAFETY,SAFETY,SAFETY,0.9414,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0ea5487c229a,PAIN_AFTER_SINGING,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.948,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0ea5487c229a,SPEAKING_DISCOMFORT,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.9436,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0f26db696e8e,HIGH_NOTE_CANNOT_REACH,HIGH_NOTE_TOO_EFFORTFUL,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
0f26db696e8e,HIGH_NOTE_CANNOT_REACH,HIGH_NOTE_FLIPS,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
0f26db696e8e,HIGH_NOTE_TOO_EFFORTFUL,HIGH_NOTE_FLIPS,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,REGISTER_CONNECTION,1.0,GENERIC_COLLAPSE,SOVT_GLIDE,SOVT_GLIDE
0f26db696e8e,HIGH_NOTE_UNSTABLE,PITCH_UNSTABLE,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0f26db696e8e,HIGH_NOTE_UNSTABLE,REGISTER_CONNECTION_DIFFICULT,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0f26db696e8e,THROAT_EFFORT,LOUD_VOICE_DIFFICULT,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0f26db696e8e,THROAT_EFFORT,VOCAL_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0f26db696e8e,THROAT_EFFORT,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0f26db696e8e,LOUD_VOICE_DIFFICULT,VOCAL_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0f26db696e8e,LOUD_VOICE_DIFFICULT,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0f26db696e8e,VOCAL_FATIGUE,AFTER_SINGING_FATIGUE,EFFORT,EFFORT,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0f26db696e8e,VOICE_TOO_THIN,VOICE_TOO_BREATHY,MAINTAIN,MAINTAIN,MAINTAIN,MAINTAIN,1.0,GENERIC_COLLAPSE,VOWEL_CONNECT,VOWEL_CONNECT
0f26db696e8e,VOICE_TOO_DARK_MUFFLED,OTHER_CONCERN,PRESENCE,MAINTAIN,PRESENCE,MAINTAIN,1.0,GENERIC_COLLAPSE,ARTICULATION,ARTICULATION
0f26db696e8e,PITCH_UNSTABLE,REGISTER_CONNECTION_DIFFICULT,STABILITY,STABILITY,STABILITY,STABILITY,1.0,GENERIC_COLLAPSE,SUSTAIN_HOLD,SUSTAIN_HOLD
0f26db696e8e,PAIN_WHILE_SINGING,PAIN_AFTER_SINGING,SAFETY,SAFETY,SAFETY,SAFETY,0.9375,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
0f26db696e8e,PAIN_WHILE_SINGING,SPEAKING_DISCOMFORT,SAFETY,SAFETY,SAFETY,SAFETY,0.9707,GENERIC_COLLAPSE,SAFETY,SAFETY
0f26db696e8e,PAIN_WHILE_SINGING,PERSISTENT_HOARSENESS,SAFETY,SAFETY,SAFETY,SAFETY,0.948,LEGITIMATE_SHARED_FOCUS,SAFETY,SAFETY
