audio_id,file,duration,effort_status,effort_confidence,contact,breathiness,register_connection,register,source_balance,stability,presence,brightness,airiness,texture,harmonic_concentration,high_note_available,fingerprint,display_name,effort_raw,effort_display,register_connection_raw,register_connection_display,source_balance_raw,source_balance_display,contact_raw,contact_display,breathiness_raw,breathiness_display,stability_raw,stability_display,presence_raw,presence_display,brightness_raw,brightness_display
2c9d61ebb9da,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\sustain_i\attempt_1\upload.webm,,LOW,medium,FIRM,UNKNOWN,PARTIAL,PARTIAL,UNKNOWN,STABLE,MID,LOW,LOW,UNKNOWN,1.0,False,LOW|FIRM|UNKNOWN|PARTIAL|UNKNOWN|STABLE|MID|LOW,upload.webm · 2c9d61eb,LOW,낮은 편,PARTIAL,일부 구간만 연결,UNKNOWN,확인 부족,FIRM,단단한 편,UNKNOWN,확인 부족,STABLE,안정적인 편,MID,중간 편,LOW,어두운 편
357eeb649bd6,C:\VocalAgent\runtime\56d38088aeba4c2a87b4cd8f43b8a1fa\upload.webm,,LOW,medium,UNKNOWN,LOW,PARTIAL,PARTIAL,UNKNOWN,STABLE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|PARTIAL|UNKNOWN|STABLE|LOW|LOW,upload.webm · 357eeb64,LOW,낮은 편,PARTIAL,일부 구간만 연결,UNKNOWN,확인 부족,UNKNOWN,확인 부족,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
36a7bd4286b4,C:\VocalAgent\runtime\6bc317cde50945bb9b282824e3354301\upload.webm,,LOW,medium,FIRM,LOW,DISRUPTED,DISRUPTED,HEAD_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,0.554,True,LOW|FIRM|LOW|DISRUPTED|HEAD_LEANING|STABLE|LOW|LOW,upload.webm · 36a7bd42,LOW,낮은 편,DISRUPTED,전환이 급격한 편,HEAD_LEANING,두성 쪽 음향 성향,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
37db691d1416,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\sustain_i\attempt_1\upload.webm,,LOW,medium,FIRM,UNKNOWN,PARTIAL,PARTIAL,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,1.0,False,LOW|FIRM|UNKNOWN|PARTIAL|CHEST_LEANING|STABLE|LOW|LOW,upload.webm · 37db691d,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_LEANING,흉성 쪽 음향 성향,FIRM,단단한 편,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
3ced1f723c5e,C:\VocalAgent\거의동116.m4a,,LOW,medium,FIRM,LOW,DISRUPTED,DISRUPTED,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|FIRM|LOW|DISRUPTED|CHEST_LEANING|STABLE|LOW|LOW,거의동116.m4a,LOW,낮은 편,DISRUPTED,전환이 급격한 편,CHEST_LEANING,흉성 쪽 음향 성향,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
40fb338380cc,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\dynamic_swell\attempt_1\upload.webm,,LOW,medium,MID,UNKNOWN,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.646,False,LOW|MID|UNKNOWN|PARTIAL|CHEST_DOMINANT|STABLE|LOW|LOW,upload.webm · 40fb3383,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_DOMINANT,흉성 쪽 음향 성향이 강한 편,MID,중간 편,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
442202fca595,C:\VocalAgent\runtime\0e3cb9e466744bf69101def07914fcb7\upload.wav,2.5,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE,upload.wav · 442202fc,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
54b972ad300a,C:\VocalAgent\편하게.m4a,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,BALANCED_ACOUSTIC,STABLE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|FIRM|LOW|PARTIAL|BALANCED_ACOUSTIC|STABLE|LOW|LOW,편하게.m4a,LOW,낮은 편,PARTIAL,일부 구간만 연결,BALANCED_ACOUSTIC,흉성·두성 음향 성향이 균형적인 편,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
5662e8094f66,C:\VocalAgent\runtime\diagnostic_sessions\e9039df1e37d44719bf930cf695ead64\tasks\high_note_sustain_a\attempt_1\upload.webm,,LOW,medium,AMBIGUOUS,UNKNOWN,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.677,False,LOW|AMBIGUOUS|UNKNOWN|PARTIAL|CHEST_DOMINANT|STABLE|LOW|LOW,upload.webm · 5662e809,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_DOMINANT,흉성 쪽 음향 성향이 강한 편,AMBIGUOUS,판단 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
5e7819c3abb4,C:\VocalAgent\bluemoon.m4a,,MODERATE,medium,FIRM,LOW,DISRUPTED,DISRUPTED,BALANCED_ACOUSTIC,STABLE,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,MODERATE|FIRM|LOW|DISRUPTED|BALANCED_ACOUSTIC|STABLE|UNAVAILABLE|UNAVAILABLE,bluemoon.m4a,MODERATE,중간 정도,DISRUPTED,전환이 급격한 편,BALANCED_ACOUSTIC,흉성·두성 음향 성향이 균형적인 편,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
5fdfa9eb73e5,C:\VocalAgent\drowning.m4a,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,UNKNOWN,STABLE,HIGH,HIGH,UNAVAILABLE,UNKNOWN,UNKNOWN,False,LOW|FIRM|UNKNOWN|DISRUPTED|UNKNOWN|STABLE|HIGH|HIGH,drowning.m4a,LOW,낮은 편,DISRUPTED,전환이 급격한 편,UNKNOWN,확인 부족,FIRM,단단한 편,UNKNOWN,확인 부족,STABLE,안정적인 편,HIGH,높은 편,HIGH,밝은 편
6b3aa0d0ddfb,C:\VocalAgent\runtime\diagnostic_sessions\c84304fcb6b843d2a1e6eb5087134291\tasks\siren\attempt_1\upload.webm,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CONFLICTED,STABLE,LOW,LOW,LOW,UNKNOWN,0.409,False,LOW|FIRM|UNKNOWN|DISRUPTED|CONFLICTED|STABLE|LOW|LOW,upload.webm · 6b3aa0d0,LOW,낮은 편,DISRUPTED,전환이 급격한 편,CONFLICTED,구간마다 성향이 다른 편,FIRM,단단한 편,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
6fb8c8208c80,C:\VocalAgent\movie.m4a,,LOW,medium,UNKNOWN,LOW,DISRUPTED,DISRUPTED,CHEST_LEANING,STABLE,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|DISRUPTED|CHEST_LEANING|STABLE|UNAVAILABLE|UNAVAILABLE,movie.m4a,LOW,낮은 편,DISRUPTED,전환이 급격한 편,CHEST_LEANING,흉성 쪽 음향 성향,UNKNOWN,확인 부족,LOW,적은 편,STABLE,안정적인 편,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
70479ec67665,C:\VocalAgent\runtime\diagnostic_sessions\f973bce50557481fad8ba55a40bcb21c\tasks\high_note_sustain_a\attempt_1\upload.webm,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,MID,LOW,LOW,UNKNOWN,0.433,False,LOW|FIRM|LOW|PARTIAL|CHEST_DOMINANT|STABLE|MID|LOW,upload.webm · 70479ec6,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_DOMINANT,흉성 쪽 음향 성향이 강한 편,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,MID,중간 편,LOW,어두운 편
7436d634b9bf,C:\VocalAgent\runtime\bdca833fe26d42dda76ffc469ee9b68b\upload.webm,,LOW,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,0.638,True,LOW|FIRM|UNKNOWN|DISRUPTED|CHEST_DOMINANT|STABLE|LOW|LOW,upload.webm · 7436d634,LOW,낮은 편,DISRUPTED,전환이 급격한 편,CHEST_DOMINANT,흉성 쪽 음향 성향이 강한 편,FIRM,단단한 편,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
7abf49d0b4cd,C:\VocalAgent\runtime\fce31e25965045ea8778700dad4b31cc\upload.webm,,UNKNOWN,low,UNKNOWN,UNKNOWN,DISRUPTED,DISRUPTED,UNKNOWN,STABLE,LOW,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|DISRUPTED|UNKNOWN|STABLE|LOW|LOW,upload.webm · 7abf49d0,UNKNOWN,확인 부족,DISRUPTED,전환이 급격한 편,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
7b8c45cdd16b,C:\VocalAgent\runtime\0cc29f91aee74ab29f02519e3b381df5\upload.wav,4.0,UNKNOWN,low,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,UNKNOWN,STABLE,LOW,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|PARTIAL|UNKNOWN|STABLE|LOW|LOW,upload.wav · 7b8c45cd,UNKNOWN,확인 부족,PARTIAL,일부 구간만 연결,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
8156c1254947,C:\VocalAgent\요즘 바쁜가봐.m4a,,MODERATE,medium,FIRM,UNKNOWN,DISRUPTED,DISRUPTED,CONFLICTED,STABLE,LOW,MID,LOW,UNKNOWN,0.554,True,MODERATE|FIRM|UNKNOWN|DISRUPTED|CONFLICTED|STABLE|LOW|MID,요즘 바쁜가봐.m4a,MODERATE,중간 정도,DISRUPTED,전환이 급격한 편,CONFLICTED,구간마다 성향이 다른 편,FIRM,단단한 편,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,MID,중간 편
882c5cd5a0c8,C:\VocalAgent\runtime\diagnostic_sessions\46eaac51bdab4d2fa6108ee3e736b757\tasks\sustain_a\attempt_1\upload.webm,,LOW,medium,AMBIGUOUS,UNKNOWN,PARTIAL,PARTIAL,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,0.59,False,LOW|AMBIGUOUS|UNKNOWN|PARTIAL|CHEST_LEANING|STABLE|LOW|LOW,upload.webm · 882c5cd5,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_LEANING,흉성 쪽 음향 성향,AMBIGUOUS,판단 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
8b5617784c9c,C:\VocalAgent\runtime\336e27a3d2af432aaecb554c46dbcc90\upload.wav,1.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE,upload.wav · 8b561778,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
90147c986aae,C:\VocalAgent\runtime\7a90a8f1a59b41c6b0f8e7c678b4a9df\upload.webm,,UNKNOWN,low,UNKNOWN,UNKNOWN,UNRESOLVED,UNRESOLVED,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNRESOLVED|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE,upload.webm · 90147c98,UNKNOWN,확인 부족,UNRESOLVED,연결 판단 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
90ac5e34aedd,C:\VocalAgent\backend\runtime\e0e6361733b34633a1cd095d9d0b020e\upload.wav,1.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE,upload.wav · 90ac5e34,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
95b54db5ba3d,C:\VocalAgent\runtime\diagnostic_sessions\e9039df1e37d44719bf930cf695ead64\tasks\dynamic_swell\attempt_1\upload.webm,,LOW,medium,AMBIGUOUS,LOW,PARTIAL,PARTIAL,UNKNOWN,STABLE,LOW,LOW,LOW,UNKNOWN,UNKNOWN,False,LOW|AMBIGUOUS|LOW|PARTIAL|UNKNOWN|STABLE|LOW|LOW,upload.webm · 95b54db5,LOW,낮은 편,PARTIAL,일부 구간만 연결,UNKNOWN,확인 부족,AMBIGUOUS,판단 부족,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
983379d1fe46,C:\VocalAgent\runtime\diagnostic_sessions\e9039df1e37d44719bf930cf695ead64\tasks\sustain_i\attempt_1\upload.webm,,LOW,medium,LIGHT,UNKNOWN,PARTIAL,PARTIAL,CHEST_DOMINANT,STABLE,LOW,LOW,LOW,UNKNOWN,1.0,False,LOW|LIGHT|UNKNOWN|PARTIAL|CHEST_DOMINANT|STABLE|LOW|LOW,upload.webm · 983379d1,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_DOMINANT,흉성 쪽 음향 성향이 강한 편,LIGHT,가벼운 편,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
99023e55f0f5,C:\VocalAgent\호흡많고헤드.m4a,,LOW,medium,FIRM,LOW,PARTIAL,PARTIAL,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,0.605,False,LOW|FIRM|LOW|PARTIAL|CHEST_LEANING|STABLE|LOW|LOW,호흡많고헤드.m4a,LOW,낮은 편,PARTIAL,일부 구간만 연결,CHEST_LEANING,흉성 쪽 음향 성향,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
9e6b39daf637,C:\VocalAgent\runtime\4532e16bdda743b99052bda7bb0fa469\upload.wav,3.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE,upload.wav · 9e6b39da,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
a29f829eedd0,C:\VocalAgent\runtime\2321ae4482414bd4ad33796695d1f1ee\upload.webm,,UNKNOWN,low,UNKNOWN,UNKNOWN,PARTIAL,PARTIAL,UNKNOWN,STABLE,MID,LOW,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|PARTIAL|UNKNOWN|STABLE|MID|LOW,upload.webm · a29f829e,UNKNOWN,확인 부족,PARTIAL,일부 구간만 연결,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,STABLE,안정적인 편,MID,중간 편,LOW,어두운 편
a69d81db3e48,C:\VocalAgent\runtime\f189a3aec64944648c138fb3af97ff74\upload.webm,,LOW,medium,FIRM,LOW,DISRUPTED,DISRUPTED,CHEST_LEANING,STABLE,LOW,LOW,LOW,UNKNOWN,0.719,True,LOW|FIRM|LOW|DISRUPTED|CHEST_LEANING|STABLE|LOW|LOW,upload.webm · a69d81db,LOW,낮은 편,DISRUPTED,전환이 급격한 편,CHEST_LEANING,흉성 쪽 음향 성향,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
a77ba822cbfe,C:\VocalAgent\runtime\00588c90e6f3431b868eb274540a2e48\upload.wav,3.0,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNAVAILABLE,UNAVAILABLE,UNAVAILABLE,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNKNOWN|UNAVAILABLE|UNAVAILABLE,upload.wav · a77ba822,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
a7c957603751,C:\VocalAgent\좋은사람.m4a,,LOW,medium,FIRM,LOW,DISRUPTED,DISRUPTED,HEAD_LEANING,STABLE,LOW,MID,LOW,UNKNOWN,0.563,True,LOW|FIRM|LOW|DISRUPTED|HEAD_LEANING|STABLE|LOW|MID,좋은사람.m4a,LOW,낮은 편,DISRUPTED,전환이 급격한 편,HEAD_LEANING,두성 쪽 음향 성향,FIRM,단단한 편,LOW,적은 편,STABLE,안정적인 편,LOW,낮은 편,MID,중간 편
a888cb14dd6a,C:\VocalAgent\runtime\7968846c14a24f61954480da44b2a392\upload.webm,,LOW,medium,UNKNOWN,LOW,UNRESOLVED,UNRESOLVED,UNKNOWN,STABLE,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,LOW|UNKNOWN|LOW|UNRESOLVED|UNKNOWN|STABLE|UNAVAILABLE|UNAVAILABLE,upload.webm · a888cb14,LOW,낮은 편,UNRESOLVED,연결 판단 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,LOW,적은 편,STABLE,안정적인 편,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
aba38287641d,C:\VocalAgent\runtime\1183bbb7c8554599badbb4ab69e7ba23\upload.webm,,UNKNOWN,low,UNKNOWN,LOW,UNRESOLVED,UNRESOLVED,UNKNOWN,REPEATED_IRREGULAR,UNAVAILABLE,UNAVAILABLE,LOW,UNKNOWN,UNKNOWN,False,UNKNOWN|UNKNOWN|LOW|UNRESOLVED|UNKNOWN|REPEATED_IRREGULAR|UNAVAILABLE|UNAVAILABLE,upload.webm · aba38287,UNKNOWN,확인 부족,UNRESOLVED,연결 판단 부족,UNKNOWN,확인 부족,UNKNOWN,확인 부족,LOW,적은 편,REPEATED_IRREGULAR,REPEATED_IRREGULAR,UNAVAILABLE,확인 부족,UNAVAILABLE,확인 부족
aef8b974cfb0,C:\VocalAgent\love again.m4a,,LOW,medium,LIGHT,UNKNOWN,PARTIAL,PARTIAL,HEAD_LEANING,STABLE,LOW,LOW,MID,UNKNOWN,0.567,False,LOW|LIGHT|UNKNOWN|PARTIAL|HEAD_LEANING|STABLE|LOW|LOW,love again.m4a,LOW,낮은 편,PARTIAL,일부 구간만 연결,HEAD_LEANING,두성 쪽 음향 성향,LIGHT,가벼운 편,UNKNOWN,확인 부족,STABLE,안정적인 편,LOW,낮은 편,LOW,어두운 편
